#S28	kingdom	phylum	class	order	family	genus	species	taxid
5406	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0
2918	Bacteria							2
677	Bacteria	Bacillota						1239
3019	Bacteria	Bacillota	Bacilli					91061
490	Bacteria	Bacillota	Bacilli	Bacillales				1385
2319	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae			90964
383406	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		1279
123762	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	1280
33795	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_epidermidis	1282
28834	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_warneri	1292
19162	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_schleiferi	1295
522	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_argenteus	985002
407	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_roterodami	2699836
400	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_schweitzeri	1654388
56	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._NRL_22/194	3020908
17	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._AntiMn-1	1715860
17	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._MZ9	2836367
15	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._M0911	2025492
13	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._HL28	2897335
9	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._MI_10-1553	1912064
8	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._MZ8	2836366
8	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._SB1-57	2813777
4	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._17KM0847	2583989
4	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._IVB6181	2929481
3	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._MZ3	2836364
3	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._11-B-312	2799680
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._MZ7	2836365
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._IVB6233	2989769
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_sp._IVB6218	2989767
196	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_pasteuri	45972
194	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_coagulans	74706
123	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_simiae	308354
110	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_haemolyticus	1283
89	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_hominis	1290
49	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_pseudintermedius	283734
9	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_delphini	53344
37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_lugdunensis	28035
33	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_capitis	29388
27	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_caprae	29380
19	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_edaphicus	1955013
18	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saccharolyticus	33028
17	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_arlettae	29378
16	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_xylosus	1288
15	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	29385
15	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_simulans	1286
14	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_agnetis	985762
12	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_lutrae	155085
12	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_chromogenes	46126
12	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_felis	46127
10	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_condimenti	70255
10	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_carnosus	1281
9	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_cohnii	29382
8	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_ratti	2892440
8	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_equorum	246432
7	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_gallinarum	1293
6	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_nepalensis	214473
6	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_debuckii	2044912
6	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_succinus	61015
6	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_auricularis	29379
5	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_hyicus	1284
4	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_pettenkoferi	170573
4	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_pseudoxylosus	2282419
4	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_kloosii	29384
3	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_petrasii	1276936
2	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_lloydii	2781774
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_piscifermentans	70258
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_muscae	1294
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_ureilyticus	94138
0	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus		2803850
15	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus_vitulinus	71237
8	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus_sciuri	1296
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus_lentus	42858
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus_sp._Marseille-Q6498	2962659
2	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus		69965
5	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus_canis	1855823
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus_sp._IME1552	1898474
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus		227979
13	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae			186817
12	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus		1386
15	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_cereus	1396
12	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_thuringiensis	1428
7	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_anthracis	1392
3	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_paranthracis	2026186
2	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_mycoides	1405
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_pseudomycoides	64104
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_wiedmannii	1890302
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp._ABP14	1892404
11	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_velezensis	492670
9	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_amyloliquefaciens	1390
2	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_siamensis	659243
6	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_subtilis	1423
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_licheniformis	1402
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_atrophaeus	1452
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_halotolerans	260554
4	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_altitudinis	293387
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_pumilus	1408
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_badius	1455
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_safensis	561879
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Weizmannia		2817139
4	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Weizmannia	Weizmannia_coagulans	1398
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia		2800373
3	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia_megaterium	1404
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus		129337
3	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus_subterraneus	129338
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus		2675229
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus_frigoritolerans	450367
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia		2804231
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia_lenta	1467
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Evansella		2837485
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Evansella	Evansella_cellulosilytica	1413
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Terribacillus		459532
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		400634
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus		74385
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus_salitolerans	2663022
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus		182709
0	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae			186818
0	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina		1569
6	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina_sp._Marseille-Q4943	2942204
1	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina_pasteurii	1474
0	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae			186820
0	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria		1637
4	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria_innocua	1642
2	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria_monocytogenes	1639
0	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae			186822
0	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		44249
2	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_polymyxa	1406
2	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_physcomitrellae	1619311
0	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus		55080
1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus_sp._BB3-R1	2950604
0	Bacteria	Bacillota	Bacilli	Bacillales		Gemella		1378
1	Bacteria	Bacillota	Bacilli	Bacillales		Gemella	Gemella_sp._oral_taxon_928	1785995
1	Bacteria	Bacillota	Bacilli	Bacillales		Exiguobacterium		33986
263	Bacteria	Bacillota	Bacilli	Lactobacillales				186826
65	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae			1300
14232	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		1301
27967	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_dysgalactiae	1334
141	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	1336
27609	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_suis	1307
24570	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pneumoniae	1313
17308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pyogenes	1314
874	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_agalactiae	1311
676	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_canis	1329
193	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_toyakuensis	2819619
153	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	1303
89	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_milleri	33040
69	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1308
58	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	28037
7	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._KS_6	2598457
7	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._116-D4	2598453
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._NSJ-72	2763068
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._HN38	3020829
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._LPB0220	2610896
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._NPS_308	1902136
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._oral_taxon_061	712623
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._Marseille-Q6470	2972784
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._FDAARGOS_522	2420310
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._HSISS2	1316411
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._'group_B'	1319
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._Marseille-Q3533	2759692
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._1643	2576376
44	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1348
36	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pseudoporcinus	361101
26	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_anginosus	1328
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_constellatus	76860
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_intermedius	1338
33	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pluranimalium	82348
24	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_ruminantium	1917441
22	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_acidominimus	1326
15	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parasuis	1501662
13	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pseudopneumoniae	257758
13	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_halichoeri	254785
11	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_iniae	1346
11	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_uberis	1349
7	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gwangjuense	1433513
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	1305
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii	1302
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans	1309
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parasanguinis	1318
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_halotolerans	1814128
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius	1304
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantis	68892
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_chenjunshii	2173853
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_ratti	1341
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_australis	113107
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_cristatus	45634
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gallolyticus	315405
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_porcinus	1340
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_rubneri	1234680
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_ferus	1345
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_urinalis	149016
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantarius	102684
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_macedonicus	59310
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sobrinus	1310
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae			81852
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		1350
10	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecium	1352
10	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	1351
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_sp._FDAARGOS_375	2060307
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_saigonensis	1805431
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_cecorum	44008
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus		2737
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_lutrae	81947
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_teuberi	519472
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae			33958
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		1578
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_iners	147802
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	1584
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus		2767887
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_salivarius	1624
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis	1623
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_murinus	1622
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus		1253
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_damnosus	51663
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1254
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus		2767885
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1599
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	28038
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus		2759736
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_paracasei	1597
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_sp._KACC_23028	3025672
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella		46255
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_hellenica	46256
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Acetilactobacillus		2767874
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Acetilactobacillus	Acetilactobacillus_jinshanensis	1720083
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc		1243
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_sp._MTCC_10508	2698683
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus		2767886
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_koreensis	637971
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae			186828
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella		117563
12	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_elegans	137732
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca		1470540
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_sp._PTS2502	1903686
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium		2747
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_maltaromaticum	2751
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum		29393
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum_pigrum	29394
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus		191769
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus_sp._15R	1911586
4	Bacteria	Bacillota	Tissierellia					1737404
0	Bacteria	Bacillota	Tissierellia	Tissierellales				1737405
4	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae			1570339
0	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas		543311
8	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas_micra	33033
0	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus		162289
5	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus_harei	54005
